"","typ","typology","hhID","district","Variety","cc.catg.str","years_since_planted","cc.production.cycle","cm.plot.monocrop.bool","cc_yield_fn_Mg_per_ha","yld_pc_attain_plot","weeds_per_year","prunes_per_year","fert_bool","fungi.app.cocoa","insecti.app.cocoa","herbi.app.cocoa","pollination.bool","ccoa_spread_pods","ccoa_piled_pods","ccoa_passive_pods","ccoa_apply_mnr_farm","ccoa_apply_mnr_bought","ccoa_apply_mnr_anywhere","ccoa_apply_cmp","tree.count.per.ha","tree.config.cocoa","plot.overstory.crown","other.tree.to.cm.tree.ratio","shade.tree.to.cm.tree.ratio","plot.quant.shade.trees.ha","plot.quant.large.shade.trees.ha","num_other_tree_crops","num_other_root_grain_crops","plot.quant.trees.per.ha.greater.than.50.m","plot.quant.trees.per.ha.greater.than.35.m","plot.quant.trees.per.ha.greater.than.20.m","detect.bool.blackpod","detect.bool.capsid","detect.bool.stemborer","detect.bool.rodents","detect.bool.CSSVD","detect.bool.stemcanker","detect.bool.other","path.contr.cc.vir.org","path.contr.cc.bact.org","path.contr.cc.fung.org","path.contr.cc.insect.org","path.contr.cc.vir.syn","path.contr.cc.bact.syn","path.contr.cc.fung.syn","path.contr.cc.insect.syn","path.contr.tot.org","path.contr.tot.syn","frac.tot.paths.controlled.syn","frac.tot.paths.controlled.org","quant.paths","quant.paths.fungal","quant.paths.viral","quant.paths.bacterial","quant.paths.insect","total_N_fert_applied_Mg_per_ha","total_non_N_fert_applied_Mg_per_ha","total_fert_applied_Mg_per_ha","total.hi.labor.days.per.year.per.ha","domn_soil","water.log.bool","water.logged","Elevation.m.asl","Temperature","Rainfall","Temp.mean.max.month","Rainfall.cv"
"691",4,"Hybrid sun","v25_23",2,"Hybrid","Hybrid sun",15,24,0,0.906529403,39.7253721572644,1.5,2,1,0,1,0,0,0,0,0,0,0,0,0,2088.68,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0.05189205,0,0.05189205,0,2,0,1,162,25.8999996185303,27,32.4000015258789,48.6592216491699
"693",4,"Hybrid shade","v25_25",2,"Hybrid","Hybrid shade",32,24,0,0.495346683,53.497527638448,3.5,1,1,0,1,1,1,0,0,0,0,0,0,0,1333.2,2,45,0.025,0.0166666666666667,22.22,18.5166666666667,2,1,11.11,22.22,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,3.95368,0,3.95368,42.3608571428571,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"697",5,"Hybrid sun","v25_29",2,"Hybrid","Hybrid sun",11,24,1,0.618701499,23.8473875695007,3.5,1,1,1,1,0,1,0,0,0,0,0,0,0,977.68,1,45,0.0227272727272727,0.0136363636363636,13.332,10.6656,0,0,0,22.22,22.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0.741315,0,0.741315,9.8842,2,1,3,163,25.8999996185303,27,32.4000015258789,48.4614486694336
"698",4,"Hybrid shade","v25_30",2,"Hybrid","Hybrid shade",15,24,1,0.576298281,26.7484337634207,1.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1210.99,1,25,0.0458715596330275,0.0305810397553517,37.0333333333333,37.0333333333333,0,0,0,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,4.11841666666667,2,0,1,173,25.8999996185303,27,32.2999992370605,48.493091583252
"699",4,"Hybrid sun","v25_31",2,"Hybrid","Hybrid sun",12,24,0,0.123997289,4.7182712350968,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1244.32,1,55,0.0178571428571429,0.00892857142857143,11.11,5.555,2,0,0,0,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"701",2,"Hybrid shade","v25_33",2,"Hybrid","Hybrid shade",22,24,0,1.572773904,83.9798892680932,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1466.52,1,75,0.0151515151515152,0.0101010101010101,14.8133333333333,9.87555555555556,3,2,0,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0.0296526,0,NA,0,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"702",5,"Hybrid sun","v25_34",2,"Hybrid","Hybrid sun",23,24,0,0.206233833,29.1704264032218,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1433.19,1,75,0.0155038759689922,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0.0197684,0,0.0197684,0,2,0,1,181,25.7999992370605,27,32.2000007629395,48.6158752441406
"705",2,"Hybrid shade","v25_37",2,"Hybrid","Hybrid shade",19,24,0,0.09637095,4.60367347216925,4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,766.59,1,5,0.101449275362319,0.0608695652173913,46.662,37.3296,1,1,0,11.11,77.77,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,4,0,1,181,25.7999992370605,27,32.2000007629395,48.6158752441406
"706",5,"Hybrid shade","v25_39",2,"Hybrid","Hybrid shade",25,24,0,0.495989156,31.2728554982671,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1244.32,1,25,0.0357142857142857,0.0357142857142857,44.44,44.44,1,2,0,22.22,22.22,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,2,1,1,1,1,0,1,0,0,0.0148263,0.0148263,6.58946666666667,1,0,1,173,25.8999996185303,27,32.2999992370605,48.493091583252
"707",5,"Hybrid sun","v25_40",2,"Hybrid","Hybrid sun",18,24,0,0.825577805,50.5687774402808,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1399.86,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.06177625,0.06177625,5.39138181818182,1,0,1,162,25.8999996185303,27,32.4000015258789,48.6592216491699
"708",2,"Hybrid shade","v25_41",2,"Hybrid","Hybrid shade",16,24,0,0.1037593895,4.77414340169766,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1177.66,3,45,0.0283018867924528,0.0283018867924528,33.33,33.33,1,0,0,11.11,22.22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,19.7684,1,0,1,173,25.8999996185303,27,32.2999992370605,48.493091583252
"709",3,"Hybrid sun","v25_42",2,"Hybrid","Hybrid sun",12,24,1,0.454870884,17.3084768624276,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1066.56,1,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,1,0,1,1,0,0,0,0,2.96526,1,0,1,173,25.8999996185303,27,32.2999992370605,48.493091583252
"712",3,"Hybrid shade","v25_45",2,"Hybrid","Hybrid shade",13,24,1,1.448776615,71.2897228450839,3.5,1,0,1,1,0,1,0,0,0,0,1,1,0,1599.84,2,35,0.0277777777777778,0.0277777777777778,44.44,44.44,0,0,0,44.44,44.44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,304.998171428571,2,0,1,185,25.7999992370605,28,32.2000007629395,48.421459197998
"713",2,"Hybrid shade","v25_48",2,"Hybrid","Hybrid shade",30,24,0,0.700938043,63.7843389072649,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1166.55,1,55,0.0380952380952381,0.0253968253968254,29.6266666666667,19.7511111111111,4,1,0,0,44.44,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,9.8842,2,1,3,184,25.7999992370605,27,32.2000007629395,48.7820053100586
"714",5,"Hybrid shade","v25_49",2,"Hybrid","Hybrid shade",12,24,0,0.165758034,8.60937208865434,1.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1199.88,1,35,0.0277777777777778,0.0138888888888889,16.665,8.3325,2,0,0,0,33.33,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.3706575,0.3706575,0,2,0,1,184,25.7999992370605,27,32.2000007629395,48.7820053100586
"715",4,"Hybrid sun","v25_50",2,"Hybrid","Hybrid sun",15,24,0,0.08352149,3.66002720088191,3.5,2,1,0,1,0,0,0,0,0,0,0,0,0,2022.02,1,25,0.010989010989011,0.00659340659340659,13.332,10.6656,2,0,0,22.22,22.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0.3706575,0,0.3706575,14.8263,3,0,1,185,25.7999992370605,28,32.2000007629395,48.3240165710449
"717",2,"Hybrid shade","v25_52",2,"Hybrid","Hybrid shade",14,24,0,0.45615583,21.6373326222465,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,777.7,1,25,0.0428571428571429,0.0321428571428571,24.9975,18.748125,0,1,0,11.11,33.33,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,14.8263,1,1,3,184,25.7999992370605,27,32.2000007629395,48.7820053100586
"718",2,"Hybrid shade","v25_53",2,"Hybrid","Hybrid shade",16,24,0,1.035024003,47.6231889791637,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,999.9,1,25,0.0444444444444444,0.0333333333333333,33.33,24.9975,0,1,0,11.11,44.44,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.3706575,0.3706575,0.741315,0,2,0,1,185,25.7999992370605,28,32.2000007629395,48.3240165710449
"721",4,"Hybrid shade","v23_4",2,"Hybrid","Hybrid shade",48,24,0,0.1660792705,97.6376116787294,3.5,2,0,0,1,1,0,0,0,0,0,0,0,0,955.46,1,5,0.0348837209302326,0.0232558139534884,22.22,14.8133333333333,3,1,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,7.41315,2,0,1,221,25.5,29,31.7000007629395,48.3849639892578
"722",5,"Hybrid shade","v23_5",2,"Hybrid","Hybrid shade",15,24,1,0.576298281,26.7484337634207,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,899.91,1,35,0.037037037037037,0.0246913580246914,22.22,22.22,0,0,0,22.22,11.11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0.741315,0.741315,5.93052,2,0,1,221,25.5,29,31.7000007629395,48.3849639892578
"723",2,"Hybrid sun","v23_6",2,"Hybrid","Hybrid sun",24,24,0,0.1236760525,21.3246794544797,3.5,1,1,1,0,1,0,0,0,0,0,0,0,0,655.49,1,65,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0.0148263,0,0.0148263,11.119725,1,0,1,208,25.6000003814697,28,32,48.5684623718262
"734",3,"Amazonia","v23_18",2,"Amazonia","Amazonia",25,30,0,0.206876306,15.3734536614413,3.5,2,1,0,0,0,0,0,0,0,0,0,0,0,1166.55,1,45,0.0285714285714286,0.0171428571428571,19.998,15.9984,3,1,0,22.22,33.33,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0.5,2,1,1,0,0,0.00741315,0,0.00741315,24.7105,2,0,1,199,25.6000003814697,28,32.0999984741211,48.6862411499023
"735",1,"Hybrid shade","v23_19",2,"Hybrid","Hybrid shade",12,24,0,1.112120763,57.7628801762041,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1577.62,1,45,0.0211267605633803,0.0105633802816901,16.665,12.49875,1,1,0,44.44,22.22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0.3706575,0.741315,0,2,0,1,212,25.5,28,31.8999996185303,48.568229675293
"736",3,"Hybrid sun","v23_20",2,"Hybrid","Hybrid sun",21,24,1,0.330873595,32.3800426934342,1.5,2,1,1,1,0,0,0,1,0,0,0,0,0,1055.45,1,25,0.0210526315789474,0.0126315789473684,13.332,10.6656,0,0,11.11,22.22,22.22,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,2,0,1,1,0,0.00741315,0,0.00741315,782.82864,2,0,1,212,25.5,28,31.8999996185303,48.568229675293
